1743465600000000,604.81000000,606.48000000,604.46000000,606.04000000,1384.17600000,1743466499999999,837949.21108000,4329,809.61500000,490238.20955000,0
1743466500000000,606.04000000,606.88000000,605.48000000,606.71000000,912.44700000,1743467399999999,553123.25119000,3414,442.81400000,268487.81830000,0
1743467400000000,606.72000000,606.99000000,606.08000000,606.80000000,756.55600000,1743468299999999,458959.98371000,3435,438.69800000,266160.77766000,0
1743468300000000,606.79000000,607.50000000,605.60000000,607.10000000,1759.91400000,1743469199999999,1067923.50228000,7300,1074.03500000,651700.81460000,0
1743469200000000,607.09000000,607.10000000,604.82000000,605.59000000,1320.19800000,1743470099999999,800052.33493000,5444,516.62200000,313013.28848000,0
1743470100000000,605.60000000,606.36000000,605.14000000,606.18000000,897.18800000,1743470999999999,543464.74838000,3315,648.71900000,392948.90442000,0
1743471000000000,606.19000000,606.30000000,605.33000000,605.82000000,784.69400000,1743471899999999,475498.67510000,3028,473.97300000,287222.49777000,0
1743471900000000,605.82000000,606.74000000,605.40000000,605.69000000,782.08900000,1743472799999999,474053.29063000,3018,436.88800000,264833.51369000,0
1743472800000000,605.68000000,607.27000000,605.60000000,607.00000000,893.77000000,1743473699999999,542189.63145000,3898,626.62400000,380128.88005000,0
1743473700000000,607.00000000,607.59000000,606.74000000,606.86000000,1388.57900000,1743474599999999,843215.52041000,3911,820.08000000,497988.08454000,0
1743474600000000,606.87000000,607.35000000,606.18000000,607.35000000,981.43200000,1743475499999999,595493.45592000,3809,604.83400000,367031.33344000,0
1743475500000000,607.34000000,608.32000000,606.99000000,608.28000000,2463.80800000,1743476399999999,1496419.86059000,5291,920.59200000,559213.08182000,0
1743476400000000,608.28000000,609.28000000,608.03000000,609.10000000,1352.63600000,1743477299999999,823224.63027000,4926,970.75100000,590826.10687000,0
1743477300000000,609.11000000,609.86000000,608.83000000,608.84000000,1704.12800000,1743478199999999,1038214.94854000,4251,969.69300000,590754.96832000,0
1743478200000000,608.83000000,609.24000000,608.76000000,608.78000000,2630.83100000,1743479099999999,1601775.72012000,2846,856.74000000,521675.04914000,0
1743479100000000,608.77000000,609.03000000,608.76000000,609.03000000,915.18000000,1743479999999999,557220.69559000,2318,495.42800000,301650.54241000,0
1743480000000000,609.02000000,609.40000000,608.25000000,608.34000000,3685.97100000,1743480899999999,2244229.78395000,4355,1005.84100000,612614.17272000,0
1743480900000000,608.35000000,608.79000000,608.11000000,608.78000000,879.61900000,1743481799999999,535169.77761000,2539,547.87000000,333328.73087000,0
1743481800000000,608.78000000,609.10000000,608.65000000,608.98000000,835.90700000,1743482699999999,508941.47863000,3129,398.66300000,242728.92120000,0
1743482700000000,608.98000000,609.48000000,608.81000000,609.34000000,945.37200000,1743483599999999,575839.02590000,2650,319.74100000,194781.91361000,0
1743483600000000,609.34000000,609.80000000,609.21000000,609.66000000,710.78500000,1743484499999999,433234.03675000,2710,453.90000000,276651.71331000,0
1743484500000000,609.66000000,610.63000000,609.65000000,610.01000000,3115.13100000,1743485399999999,1900609.83315000,4642,2411.23700000,1471064.67150000,0
1743485400000000,610.00000000,610.21000000,608.33000000,608.35000000,1232.06500000,1743486299999999,750488.71891000,3179,432.55700000,263470.38684000,0
1743486300000000,608.36000000,608.36000000,607.50000000,607.50000000,2039.72500000,1743487199999999,1240104.73883000,3601,585.45800000,355842.76430000,0
1743487200000000,607.50000000,607.95000000,606.80000000,607.95000000,1108.29800000,1743488099999999,672998.05596000,4010,574.85200000,349093.06594000,0
1743488100000000,607.94000000,608.60000000,607.94000000,608.27000000,1302.84100000,1743488999999999,792536.57536000,3201,783.89900000,476880.11404000,0
1743489000000000,608.28000000,609.79000000,608.10000000,609.49000000,1438.54900000,1743489899999999,876119.76134000,5137,899.41700000,547819.84365000,0
1743489900000000,609.49000000,611.38000000,609.00000000,610.78000000,3142.99600000,1743490799999999,1918204.45248000,5684,2171.26100000,1325164.23555000,0
1743490800000000,610.77000000,610.88000000,608.84000000,608.85000000,2844.96600000,1743491699999999,1733778.80833000,6654,1635.02800000,996413.63163000,0
1743491700000000,608.85000000,609.72000000,608.49000000,609.71000000,1315.22500000,1743492599999999,800937.02966000,4292,870.75600000,530240.92999000,0
1743492600000000,609.72000000,611.21000000,609.40000000,611.16000000,1649.65400000,1743493499999999,1007043.37189000,4848,1288.40500000,786515.88834000,0
1743493500000000,611.16000000,611.37000000,610.08000000,610.39000000,1936.06700000,1743494399999999,1182526.37961000,4687,890.98900000,544324.86203000,0
1743494400000000,610.39000000,612.15000000,610.33000000,612.07000000,3096.13100000,1743495299999999,1892002.36818000,5701,2001.95300000,1223442.55594000,0
1743495300000000,612.07000000,614.31000000,611.97000000,614.18000000,5342.55600000,1743496199999999,3277188.30583000,12673,3025.83500000,1855961.76802000,0
1743496200000000,614.19000000,617.30000000,613.24000000,615.16000000,11318.79000000,1743497099999999,6963494.49327000,19684,7525.49100000,4629570.60692000,0
1743497100000000,615.17000000,617.50000000,614.90000000,615.87000000,8118.18500000,1743497999999999,5002684.21891000,16190,4482.06500000,2762264.39894000,0
1743498000000000,615.86000000,617.30000000,614.32000000,614.57000000,6929.42500000,1743498899999999,4268107.40656000,16385,3685.78200000,2270345.28083000,0
1743498900000000,614.56000000,617.12000000,614.41000000,616.61000000,4184.29900000,1743499799999999,2578643.89021000,11473,2277.65100000,1403633.80434000,0
1743499800000000,616.61000000,617.95000000,616.60000000,617.85000000,4523.81000000,1743500699999999,2792634.79336000,9511,2314.10000000,1428504.16105000,0
